Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year
"37,581",AC Milan,2019-02-03,Sun,AS Roma,1-1,20:30,Stadio Olimpico,(0-1),2019
"44,333",AC Milan,2019-10-27,Sun,AS Roma,2-1,18:00,Stadio Olimpico,(1-0),2019
,AC Milan,2021-02-28,Sun,AS Roma,1-2,20:45,Stadio Olimpico,(0-1),2021
"51,001",AC Milan,2021-10-31,Sun,AS Roma,1-2,20:45,Stadio Olimpico,(0-1),2021
"20,801",AC Milan,2019-02-16,Sat,Atalanta,1-3,20:30,Stadio Atleti Azzurri d'Italia,(1-1),2019
"20,940",AC Milan,2019-12-22,Sun,Atalanta,5-0,12:30,Stadio Atleti Azzurri d'Italia,(1-0),2019
,AC Milan,2021-05-23,Sun,Atalanta,0-2,20:45,Stadio Atleti Azzurri d'Italia,(0-1),2021
"9,363",AC Milan,2021-10-03,Sun,Atalanta,2-3,20:45,Stadio Atleti Azzurri d'Italia,(0-2),2021
"19,216",AC Milan,2022-08-21,Sun,Atalanta,1-1,20:45,Gewiss Stadium,(1-0),2022
,AC Milan,2021-01-03,Sun,Benevento,0-2,18:00,Stadio Ciro Vigorito,(0-1),2021
"22,214",AC Milan,2018-12-18,Tue,Bologna,0-0,20:30,Stadio Renato Dall'Ara,(0-0),2018
"23,707",AC Milan,2019-12-08,Sun,Bologna,2-3,20:45,Stadio Renato Dall'Ara,(1-2),2019
,AC Milan,2021-01-30,Sat,Bologna,1-2,15:00,Stadio Renato Dall'Ara,(0-1),2021
"22,167",AC Milan,2021-10-23,Sat,Bologna,2-4,20:45,Stadio Renato Dall'Ara,(0-2),2021
"19,451",AC Milan,2020-01-24,Fri,Brescia,0-1,20:45,Stadio Mario Rigamonti,(0-0),2020
"16,201",AC Milan,2018-09-16,Sun,Cagliari,1-1,20:30,Sardegna Arena,(1-0),2018
"16,412",AC Milan,2020-01-11,Sat,Cagliari,0-2,15:00,Sardegna Arena,(0-0),2020
,AC Milan,2021-01-18,Mon,Cagliari,0-2,20:45,Sardegna Arena,(0-1),2021
"12,309",AC Milan,2022-03-19,Sat,Cagliari,0-1,20:45,Unipol Domus,(0-0),2022
"20,000",AC Milan,2019-03-09,Sat,Chievo,1-2,20:30,Stadio Marc'Antonio Bentegodi,(1-1),2019
,AC Milan,2020-09-27,Sun,Crotone,0-2,18:00,Stadio Ezio Scida,(0-1),2020
"13,890",AC Milan,2018-09-27,Thu,Empoli,1-1,21:00,Stadio Carlo Castellani,(0-1),2018
"10,596",AC Milan,2021-12-22,Wed,Empoli,2-4,20:45,Stadio Carlo Castellani,(1-2),2021
"15,497",AC Milan,2022-10-01,Sat,Empoli,1-3,20:45,Stadio Carlo Castellani,(0-0),2022
"33,250",AC Milan,2019-05-11,Sat,Fiorentina,0-1,20:30,Stadio Artemio Franchi,(0-1),2019
"39,769",AC Milan,2020-02-22,Sat,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(0-0),2020
,AC Milan,2021-03-21,Sun,Fiorentina,2-3,18:00,Stadio Artemio Franchi,(1-1),2021
"32,567",AC Milan,2021-11-20,Sat,Fiorentina,4-3,20:45,Stadio Artemio Franchi,(2-0),2021
"15,217",AC Milan,2018-12-26,Wed,Frosinone,0-0,12:30,Stadio Benito Stirpe,(0-0),2018
"19,794",AC Milan,2019-01-21,Mon,Genoa,0-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
"22,486",AC Milan,2019-10-05,Sat,Genoa,1-2,20:45,Stadio Comunale Luigi Ferraris,(1-0),2019
,AC Milan,2020-12-16,Wed,Genoa,2-2,20:45,Stadio Comunale Luigi Ferraris,(0-0),2020
"14,000",AC Milan,2021-12-01,Wed,Genoa,0-3,20:45,Stadio Comunale Luigi Ferraris,(0-2),2021
"24,363",AC Milan,2019-09-15,Sun,Hellas Verona,0-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2019
,AC Milan,2021-03-07,Sun,Hellas Verona,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2021
"30,154",AC Milan,2022-05-08,Sun,Hellas Verona,1-3,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2022
"78,275",AC Milan,2018-10-21,Sun,Inter Milan,1-0,20:30,Stadio Giuseppe Meazza,(0-0),2018
"75,817",AC Milan,2020-02-09,Sun,Inter Milan,4-2,20:45,Stadio Giuseppe Meazza,(0-2),2020
"1,000",AC Milan,2020-10-17,Sat,Inter Milan,1-2,18:00,Stadio Giuseppe Meazza,(1-2),2020
"37,918",AC Milan,2022-02-05,Sat,Inter Milan,1-2,18:00,Stadio Giuseppe Meazza,(1-0),2022
"40,057",AC Milan,2019-04-06,Sat,Juventus,2-1,18:00,Allianz Stadium,(0-1),2019
"40,478",AC Milan,2019-11-10,Sun,Juventus,1-0,20:45,Allianz Stadium,(0-0),2019
,AC Milan,2021-05-09,Sun,Juventus,0-3,20:45,Allianz Stadium,(0-1),2021
"18,785",AC Milan,2021-09-19,Sun,Juventus,1-1,20:45,Allianz Stadium,(1-0),2021
"38,269",AC Milan,2018-11-25,Sun,Lazio,1-1,18:00,Stadio Olimpico,(0-0),2018
,AC Milan,2020-07-04,Sat,Lazio,0-3,21:45,Stadio Olimpico,(0-2),2020
,AC Milan,2021-04-26,Mon,Lazio,3-0,20:45,Stadio Olimpico,(1-0),2021
"25,000",AC Milan,2022-04-24,Sun,Lazio,1-2,20:45,Stadio Olimpico,(1-0),2022
,AC Milan,2020-06-22,Mon,Lecce,1-4,19:30,Stadio Comunale Via Del Mare,(0-1),2020
"34,474",AC Milan,2018-08-25,Sat,Napoli,3-2,20:30,Stadio San Paolo,(0-1),2018
,AC Milan,2020-07-12,Sun,Napoli,2-2,21:45,Stadio San Paolo,(1-1),2020
,AC Milan,2020-11-22,Sun,Napoli,1-3,20:45,Stadio Diego Armando Maradona,(0-1),2020
"42,000",AC Milan,2022-03-06,Sun,Napoli,0-1,20:45,Stadio Diego Armando Maradona,(0-0),2022
"20,018",AC Milan,2019-04-20,Sat,Parma,1-1,12:30,Stadio Ennio Tardini,(0-0),2019
"18,431",AC Milan,2019-12-01,Sun,Parma,0-1,15:00,Stadio Ennio Tardini,(0-0),2019
,AC Milan,2021-04-10,Sat,Parma,1-3,18:00,Stadio Ennio Tardini,(0-2),2021
"16,146",AC Milan,2019-05-26,Sun,SPAL,2-3,20:30,Stadio Paolo Mazza,(1-2),2019
,AC Milan,2020-07-01,Wed,SPAL,2-2,21:45,Stadio Paolo Mazza,(2-0),2020
"18,449",AC Milan,2022-02-19,Sat,Salernitana,2-2,20:45,Stadio Arechi,(1-1),2022
"23,475",AC Milan,2019-03-30,Sat,Sampdoria,1-0,20:30,Stadio Comunale Luigi Ferraris,(1-0),2019
,AC Milan,2020-07-29,Wed,Sampdoria,1-4,19:30,Stadio Comunale Luigi Ferraris,(0-1),2020
,AC Milan,2020-12-06,Sun,Sampdoria,1-2,20:45,Stadio Comunale Luigi Ferraris,(0-1),2020
"5,000",AC Milan,2021-08-23,Mon,Sampdoria,0-1,20:45,Stadio Comunale Luigi Ferraris,(0-1),2021
"23,049",AC Milan,2022-09-10,Sat,Sampdoria,1-2,20:45,Stadio Comunale Luigi Ferraris,(0-1),2022
"16,795",AC Milan,2018-09-30,Sun,Sassuolo,1-4,20:30,Stadio Città del Tricolore,(0-1),2018
,AC Milan,2020-07-21,Tue,Sassuolo,1-2,21:45,Mapei Stadium - Città del Tricolore,(1-2),2020
,AC Milan,2020-12-20,Sun,Sassuolo,1-2,15:00,Mapei Stadium - Città del Tricolore,(0-2),2020
"21,584",AC Milan,2022-05-22,Sun,Sassuolo,0-3,18:00,Mapei Stadium - Città del Tricolore,(0-3),2022
"18,053",AC Milan,2022-08-30,Tue,Sassuolo,0-0,18:30,Mapei Stadium - Città del Tricolore,(0-0),2022
,AC Milan,2021-02-13,Sat,Spezia,2-0,20:45,Stadio Dino Manuzzi,(0-0),2021
"3,618",AC Milan,2021-09-25,Sat,Spezia,1-2,15:00,Stadio Alberto Picco,(0-0),2021
"26,849",AC Milan,2019-04-28,Sun,Torino,2-0,20:30,Stadio Olimpico di Torino,(0-0),2019
"23,997",AC Milan,2019-09-26,Thu,Torino,2-1,21:00,Stadio Olimpico di Torino,(0-1),2019
,AC Milan,2021-05-12,Wed,Torino,0-7,20:45,Stadio Olimpico di Torino,(0-2),2021
"23,472",AC Milan,2022-04-10,Sun,Torino,0-0,20:45,Stadio Olimpico di Torino,(0-0),2022
"23,540",AC Milan,2018-11-04,Sun,Udinese,0-1,20:30,Dacia Arena,(0-0),2018
"24,584",AC Milan,2019-08-25,Sun,Udinese,1-0,18:00,Dacia Arena,(0-0),2019
,AC Milan,2020-11-01,Sun,Udinese,1-2,12:30,Dacia Arena,(0-1),2020
"16,385",AC Milan,2021-12-11,Sat,Udinese,1-1,20:45,Dacia Arena,(1-0),2021
"5,000",AC Milan,2022-01-09,Sun,Venezia,0-3,12:30,Stadio Pierluigi Penzo ,(0-1),2022
"57,789",AS Roma,2018-08-31,Fri,AC Milan,2-1,20:30,Stadio Giuseppe Meazza,(1-0),2018
,AS Roma,2020-06-28,Sun,AC Milan,2-0,17:15,Stadio Giuseppe Meazza,(0-0),2020
,AS Roma,2020-10-26,Mon,AC Milan,3-3,20:45,Stadio Giuseppe Meazza,(1-1),2020
"35,870",AS Roma,2022-01-06,Thu,AC Milan,3-1,18:30,Stadio Giuseppe Meazza,(2-1),2022
"19,459",AS Roma,2019-01-27,Sun,Atalanta,3-3,15:00,Stadio Atleti Azzurri d'Italia,(1-3),2019
"19,830",AS Roma,2020-02-15,Sat,Atalanta,2-1,20:45,Stadio Atleti Azzurri d'Italia,(0-1),2020
,AS Roma,2020-12-20,Sun,Atalanta,4-1,18:00,Stadio Atleti Azzurri d'Italia,(0-1),2020
"14,469",AS Roma,2021-12-18,Sat,Atalanta,1-4,15:00,Stadio Atleti Azzurri d'Italia,(1-2),2021
,AS Roma,2021-02-21,Sun,Benevento,0-0,20:45,Stadio Ciro Vigorito,(0-0),2021
"20,067",AS Roma,2018-09-23,Sun,Bologna,2-0,15:00,Stadio Renato Dall'Ara,(1-0),2018
"25,513",AS Roma,2019-09-22,Sun,Bologna,1-2,15:00,Stadio Renato Dall'Ara,(0-0),2019
,AS Roma,2020-12-13,Sun,Bologna,1-5,15:00,Stadio Renato Dall'Ara,(1-5),2020
"15,780",AS Roma,2021-12-01,Wed,Bologna,1-0,18:30,Stadio Renato Dall'Ara,(1-0),2021
,AS Roma,2020-07-11,Sat,Brescia,0-3,19:30,Stadio Mario Rigamonti,(0-0),2020
"14,938",AS Roma,2018-12-08,Sat,Cagliari,2-2,18:00,Sardegna Arena,(0-2),2018
"14,848",AS Roma,2020-03-01,Sun,Cagliari,3-4,18:00,Sardegna Arena,(1-2),2020
,AS Roma,2021-04-25,Sun,Cagliari,3-2,18:00,Sardegna Arena,(1-1),2021
"8,547",AS Roma,2021-10-27,Wed,Cagliari,1-2,20:45,Unipol Domus,(0-0),2021
"15,000",AS Roma,2019-02-08,Fri,Chievo,0-3,20:30,Stadio Marc'Antonio Bentegodi,(0-2),2019
,AS Roma,2021-01-06,Wed,Crotone,1-3,15:00,Stadio Ezio Scida,(0-3),2021
"10,670",AS Roma,2018-10-06,Sat,Empoli,0-2,20:30,Stadio Carlo Castellani,(0-1),2018
"4,920",AS Roma,2022-01-23,Sun,Empoli,2-4,18:00,Stadio Carlo Castellani,(0-4),2022
"4,560",AS Roma,2022-09-12,Mon,Empoli,1-2,20:45,Stadio Carlo Castellani,(1-1),2022
"30,590",AS Roma,2018-11-03,Sat,Fiorentina,1-1,18:00,Stadio Artemio Franchi,(1-0),2018
"3,305",AS Roma,2019-12-20,Fri,Fiorentina,1-4,20:45,Stadio Artemio Franchi,(1-2),2019
,AS Roma,2021-03-03,Wed,Fiorentina,1-2,20:45,Stadio Artemio Franchi,(0-0),2021
"29,580",AS Roma,2022-05-09,Mon,Fiorentina,2-0,20:45,Stadio Artemio Franchi,(2-0),2022
"15,063",AS Roma,2019-02-23,Sat,Frosinone,2-3,20:30,Stadio Benito Stirpe,(1-2),2019
"20,703",AS Roma,2019-05-05,Sun,Genoa,1-1,18:00,Stadio Comunale Luigi Ferraris,(0-0),2019
"20,951",AS Roma,2020-01-19,Sun,Genoa,1-3,18:00,Stadio Comunale Luigi Ferraris,(1-2),2020
,AS Roma,2020-11-08,Sun,Genoa,1-3,15:00,Stadio Comunale Luigi Ferraris,(0-1),2020
"14,667",AS Roma,2021-11-21,Sun,Genoa,0-2,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021
"17,405",AS Roma,2019-12-01,Sun,Hellas Verona,1-3,20:45,Stadio Marc'Antonio Bentegodi,(1-2),2019
,AS Roma,2020-09-19,Sat,Hellas Verona,3-0,20:45,Stadio Marc'Antonio Bentegodi,(3-0),2020
"10,148",AS Roma,2021-09-19,Sun,Hellas Verona,3-2,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2021
"60,013",AS Roma,2019-04-20,Sat,Inter Milan,1-1,20:30,Stadio Giuseppe Meazza,(0-1),2019
"67,008",AS Roma,2019-12-06,Fri,Inter Milan,0-0,20:45,Stadio Giuseppe Meazza,(0-0),2019
,AS Roma,2021-05-12,Wed,Inter Milan,3-1,20:45,Stadio Giuseppe Meazza,(2-1),2021
"74,947",AS Roma,2022-04-23,Sat,Inter Milan,3-1,18:00,Stadio Giuseppe Meazza,(2-0),2022
"75,389",AS Roma,2022-10-01,Sat,Inter Milan,1-2,18:00,Stadio Giuseppe Meazza,(1-1),2022
"40,069",AS Roma,2018-12-22,Sat,Juventus,1-0,20:30,Allianz Stadium,(1-0),2018
,AS Roma,2020-08-01,Sat,Juventus,1-3,20:45,Allianz Stadium,(1-2),2020
,AS Roma,2021-02-06,Sat,Juventus,2-0,18:00,Allianz Stadium,(1-0),2021
"20,239",AS Roma,2021-10-17,Sun,Juventus,1-0,20:45,Allianz Stadium,(1-0),2021
"41,003",AS Roma,2022-08-27,Sat,Juventus,1-1,18:30,Allianz Stadium,(1-0),2022
"53,112",AS Roma,2019-03-02,Sat,Lazio,3-0,20:30,Stadio Olimpico,(1-0),2019
"52,000",AS Roma,2019-09-01,Sun,Lazio,1-1,18:00,Stadio Olimpico,(0-1),2019
,AS Roma,2021-01-15,Fri,Lazio,3-0,20:45,Stadio Olimpico,(2-0),2021
"32,000",AS Roma,2021-09-26,Sun,Lazio,3-2,18:00,Stadio Olimpico,(2-1),2021
"26,044",AS Roma,2019-09-29,Sun,Lecce,0-1,15:00,Stadio Comunale Via Del Mare,(0-0),2019
"30,037",AS Roma,2018-10-28,Sun,Napoli,1-1,20:30,Stadio San Paolo,(0-1),2018
,AS Roma,2020-07-05,Sun,Napoli,2-1,21:45,Stadio San Paolo,(0-0),2020
,AS Roma,2020-11-29,Sun,Napoli,4-0,20:45,Stadio Diego Armando Maradona,(1-0),2020
"41,822",AS Roma,2022-04-18,Mon,Napoli,1-1,19:00,Stadio Diego Armando Maradona,(1-0),2022
"17,997",AS Roma,2018-12-29,Sat,Parma,0-2,15:00,Stadio Ennio Tardini,(0-0),2018
"18,532",AS Roma,2019-11-10,Sun,Parma,2-0,18:00,Stadio Ennio Tardini,(0-0),2019
,AS Roma,2021-03-14,Sun,Parma,2-0,15:00,Stadio Ennio Tardini,(1-0),2021
"15,089",AS Roma,2019-03-16,Sat,SPAL,2-1,18:00,Stadio Paolo Mazza,(1-0),2019
,AS Roma,2020-07-22,Wed,SPAL,1-6,21:45,Stadio Paolo Mazza,(1-2),2020
"12,500",AS Roma,2021-08-29,Sun,Salernitana,0-4,20:45,Stadio Arechi,(0-0),2021
"26,006",AS Roma,2022-08-14,Sun,Salernitana,0-1,20:45,Stadio Arechi,(0-1),2022
"19,594",AS Roma,2019-04-06,Sat,Sampdoria,0-1,20:30,Stadio Comunale Luigi Ferraris,(0-0),2019
"20,211",AS Roma,2019-10-20,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
,AS Roma,2021-05-02,Sun,Sampdoria,2-0,20:45,Stadio Comunale Luigi Ferraris,(1-0),2021
"16,465",AS Roma,2022-04-03,Sun,Sampdoria,0-1,18:00,Stadio Comunale Luigi Ferraris,(0-1),2022
"12,914",AS Roma,2019-05-18,Sat,Sassuolo,0-0,20:30,Stadio Città del Tricolore,(0-0),2019
"13,411",AS Roma,2020-02-01,Sat,Sassuolo,4-2,20:45,Mapei Stadium - Città del Tricolore,(3-0),2020
,AS Roma,2021-04-03,Sat,Sassuolo,2-2,15:00,Mapei Stadium - Città del Tricolore,(0-1),2021
"9,282",AS Roma,2022-02-13,Sun,Sassuolo,2-2,18:00,Mapei Stadium - Città del Tricolore,(0-1),2022
,AS Roma,2021-05-23,Sun,Spezia,2-2,20:45,Stadio Dino Manuzzi,(2-0),2021
"8,107",AS Roma,2022-02-27,Sun,Spezia,0-1,18:05,Stadio Alberto Picco,(0-0),2022
"18,000",AS Roma,2018-08-19,Sun,Torino,0-1,18:00,Stadio Olimpico di Torino,(0-0),2018
,AS Roma,2020-07-29,Wed,Torino,2-3,21:45,Stadio Olimpico di Torino,(1-2),2020
,AS Roma,2021-04-18,Sun,Torino,3-1,18:00,Stadio Olimpico di Torino,(0-1),2021
"16,730",AS Roma,2022-05-20,Fri,Torino,0-3,20:45,Stadio Olimpico di Torino,(0-2),2022
"21,986",AS Roma,2018-11-24,Sat,Udinese,1-0,15:00,Dacia Arena,(0-0),2018
"23,854",AS Roma,2019-10-30,Wed,Udinese,0-4,21:00,Dacia Arena,(0-1),2019
"1,000",AS Roma,2020-10-03,Sat,Udinese,0-1,20:45,Dacia Arena,(0-0),2020
"15,114",AS Roma,2022-03-13,Sun,Udinese,1-1,18:00,Dacia Arena,(1-0),2022
"24,108",AS Roma,2022-09-04,Sun,Udinese,4-0,20:45,Dacia Arena,(1-0),2022
"8,263",AS Roma,2021-11-07,Sun,Venezia,3-2,12:30,Stadio Pierluigi Penzo ,(1-2),2021
"51,684",Atalanta,2018-09-23,Sun,AC Milan,2-2,18:00,Stadio Giuseppe Meazza,(1-0),2018
,Atalanta,2020-07-24,Fri,AC Milan,1-1,21:45,Stadio Giuseppe Meazza,(1-1),2020
,Atalanta,2021-01-23,Sat,AC Milan,0-3,18:00,Stadio Giuseppe Meazza,(0-1),2021
"73,304",Atalanta,2022-05-15,Sun,AC Milan,2-0,18:00,Stadio Giuseppe Meazza,(0-0),2022
"41,725",Atalanta,2018-08-27,Mon,AS Roma,3-3,20:30,Stadio Olimpico,(1-3),2018
"31,832",Atalanta,2019-09-25,Wed,AS Roma,0-2,19:00,Stadio Olimpico,(0-0),2019
,Atalanta,2021-04-22,Thu,AS Roma,1-1,18:30,Stadio Olimpico,(0-1),2021
"42,303",Atalanta,2022-03-05,Sat,AS Roma,1-0,18:00,Stadio Olimpico,(1-0),2022
"61,335",Atalanta,2022-09-18,Sun,AS Roma,0-1,18:00,Stadio Olimpico,(0-1),2022
,Atalanta,2021-01-09,Sat,Benevento,1-4,15:00,Stadio Ciro Vigorito,(0-1),2021
"19,038",Atalanta,2018-11-04,Sun,Bologna,1-2,18:00,Stadio Renato Dall'Ara,(1-0),2018
"21,277",Atalanta,2019-12-15,Sun,Bologna,2-1,15:00,Stadio Renato Dall'Ara,(1-0),2019
,Atalanta,2020-12-23,Wed,Bologna,2-2,20:45,Stadio Renato Dall'Ara,(0-2),2020
"1,323",Atalanta,2022-03-20,Sun,Bologna,0-1,20:45,Stadio Renato Dall'Ara,(0-0),2022
"14,000",Atalanta,2019-11-30,Sat,Brescia,0-3,15:00,Stadio Mario Rigamonti,(0-1),2019
"14,821",Atalanta,2019-02-04,Mon,Cagliari,0-1,21:00,Sardegna Arena,(0-0),2019
,Atalanta,2020-07-05,Sun,Cagliari,0-1,19:30,Sardegna Arena,(0-1),2020
,Atalanta,2021-02-14,Sun,Cagliari,0-1,15:00,Sardegna Arena,(0-0),2021
"6,976",Atalanta,2021-11-06,Sat,Cagliari,1-2,20:45,Unipol Domus,(1-2),2021
"12,000",Atalanta,2018-10-21,Sun,Chievo,1-5,15:00,Stadio Marc'Antonio Bentegodi,(0-2),2018
,Atalanta,2020-10-31,Sat,Crotone,1-2,15:00,Stadio Ezio Scida,(1-2),2020
"8,736",Atalanta,2018-11-25,Sun,Empoli,3-2,15:00,Stadio Carlo Castellani,(1-2),2018
"6,214",Atalanta,2021-10-17,Sun,Empoli,1-4,15:00,Stadio Carlo Castellani,(1-2),2021
"30,535",Atalanta,2018-09-30,Sun,Fiorentina,2-0,15:00,Stadio Artemio Franchi,(0-0),2018
"35,034",Atalanta,2020-02-08,Sat,Fiorentina,1-2,15:00,Stadio Artemio Franchi,(1-0),2020
,Atalanta,2021-04-11,Sun,Fiorentina,2-3,20:45,Stadio Artemio Franchi,(0-2),2021
"18,056",Atalanta,2022-02-20,Sun,Fiorentina,1-0,12:30,Stadio Artemio Franchi,(0-0),2022
"12,728",Atalanta,2019-01-20,Sun,Frosinone,0-5,12:30,Stadio Benito Stirpe,(0-2),2019
"19,841",Atalanta,2018-12-22,Sat,Genoa,3-1,15:00,Stadio Comunale Luigi Ferraris,(1-0),2018
"23,395",Atalanta,2019-09-15,Sun,Genoa,1-2,12:30,Stadio Comunale Luigi Ferraris,(0-0),2019
,Atalanta,2021-05-15,Sat,Genoa,3-4,15:00,Stadio Comunale Luigi Ferraris,(0-3),2021
"6,000",Atalanta,2021-12-21,Tue,Genoa,0-0,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021
,Atalanta,2020-07-18,Sat,Hellas Verona,1-1,17:15,Stadio Marc'Antonio Bentegodi,(0-0),2020
,Atalanta,2021-03-21,Sun,Hellas Verona,0-2,12:30,Stadio Marc'Antonio Bentegodi,(0-2),2021
"15,000",Atalanta,2021-12-12,Sun,Hellas Verona,1-2,15:00,Stadio Marc'Antonio Bentegodi,(1-1),2021
"16,106",Atalanta,2022-08-28,Sun,Hellas Verona,0-1,18:30,Stadio Marc'Antonio Bentegodi,(0-0),2022
"35,000",Atalanta,2019-04-07,Sun,Inter Milan,0-0,18:00,Stadio Giuseppe Meazza,(0-0),2019
"70,042",Atalanta,2020-01-11,Sat,Inter Milan,1-1,20:45,Stadio Giuseppe Meazza,(1-0),2020
,Atalanta,2021-03-08,Mon,Inter Milan,1-0,20:45,Stadio Giuseppe Meazza,(0-0),2021
"36,517",Atalanta,2021-09-25,Sat,Inter Milan,2-2,18:00,Stadio Giuseppe Meazza,(1-2),2021
"39,531",Atalanta,2019-05-19,Sun,Juventus,1-1,20:30,Allianz Stadium,(0-1),2019
,Atalanta,2020-07-11,Sat,Juventus,2-2,21:45,Allianz Stadium,(0-1),2020
,Atalanta,2020-12-16,Wed,Juventus,1-1,18:30,Allianz Stadium,(1-0),2020
"29,886",Atalanta,2021-11-27,Sat,Juventus,0-1,18:00,Allianz Stadium,(0-1),2021
"25,000",Atalanta,2019-05-05,Sun,Lazio,1-3,15:00,Stadio Olimpico,(1-1),2019
"30,000",Atalanta,2019-10-19,Sat,Lazio,3-3,15:00,Stadio Olimpico,(0-3),2019
"1,000",Atalanta,2020-09-30,Wed,Lazio,1-4,20:45,Stadio Olimpico,(0-3),2020
"4,000",Atalanta,2022-01-22,Sat,Lazio,0-0,20:45,Stadio Olimpico,(0-0),2022
"21,344",Atalanta,2020-03-01,Sun,Lecce,2-7,15:00,Stadio Comunale Via Del Mare,(2-2),2020
"11,970",Atalanta,2022-09-05,Mon,Monza,0-2,18:30,U-Power Stadium,(0-0),2022
"19,604",Atalanta,2019-04-22,Mon,Napoli,1-2,19:00,Stadio San Paolo,(1-0),2019
"30,061",Atalanta,2019-10-30,Wed,Napoli,2-2,19:00,Stadio San Paolo,(1-1),2019
"1,000",Atalanta,2020-10-17,Sat,Napoli,4-1,15:00,Stadio Diego Armando Maradona,(4-0),2020
"30,000",Atalanta,2021-12-04,Sat,Napoli,2-3,20:45,Stadio Diego Armando Maradona,(1-1),2021
"18,168",Atalanta,2019-03-31,Sun,Parma,1-3,12:30,Stadio Ennio Tardini,(1-1),2019
,Atalanta,2020-07-28,Tue,Parma,1-2,19:30,Stadio Ennio Tardini,(1-0),2020
,Atalanta,2021-05-09,Sun,Parma,2-5,15:00,Stadio Ennio Tardini,(0-1),2021
"14,153",Atalanta,2018-09-17,Mon,SPAL,2-0,20:30,Stadio Paolo Mazza,(0-0),2018
"11,706",Atalanta,2019-08-25,Sun,SPAL,2-3,20:45,Stadio Paolo Mazza,(2-1),2019
"11,949",Atalanta,2021-09-18,Sat,Salernitana,0-1,20:45,Stadio Arechi,(0-0),2021
"20,896",Atalanta,2019-03-10,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
"19,799",Atalanta,2019-11-10,Sun,Sampdoria,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019
,Atalanta,2021-02-28,Sun,Sampdoria,0-2,12:30,Stadio Comunale Luigi Ferraris,(0-1),2021
"5,462",Atalanta,2021-10-27,Wed,Sampdoria,1-3,18:30,Stadio Comunale Luigi Ferraris,(1-2),2021
"20,047",Atalanta,2022-08-13,Sat,Sampdoria,0-2,18:30,Stadio Comunale Luigi Ferraris,(0-1),2022
"8,000",Atalanta,2018-12-29,Sat,Sassuolo,2-6,15:00,Stadio Città del Tricolore,(0-2),2018
"11,604",Atalanta,2019-09-28,Sat,Sassuolo,1-4,20:45,Mapei Stadium - Città del Tricolore,(0-4),2019
,Atalanta,2021-05-02,Sun,Sassuolo,1-1,15:00,Mapei Stadium - Città del Tricolore,(0-1),2021
"7,842",Atalanta,2022-04-10,Sun,Sassuolo,2-1,15:00,Mapei Stadium - Città del Tricolore,(1-0),2022
,Atalanta,2020-11-21,Sat,Spezia,0-0,18:00,Stadio Dino Manuzzi,(0-0),2020
"9,000",Atalanta,2022-05-08,Sun,Spezia,1-3,12:30,Stadio Alberto Picco,(1-1),2022
"21,062",Atalanta,2019-02-23,Sat,Torino,2-0,15:00,Stadio Olimpico di Torino,(1-0),2019
"18,824",Atalanta,2020-01-25,Sat,Torino,0-7,20:45,Stadio Olimpico di Torino,(0-3),2020
"1,000",Atalanta,2020-09-26,Sat,Torino,2-4,15:00,Stadio Olimpico di Torino,(2-3),2020
"3,475",Atalanta,2021-08-21,Sat,Torino,1-2,20:45,Stadio Olimpico di Torino,(0-1),2021
"24,413",Atalanta,2018-12-09,Sun,Udinese,1-3,15:00,Dacia Arena,(1-1),2018
,Atalanta,2020-06-28,Sun,Udinese,2-3,19:30,Dacia Arena,(1-1),2020
,Atalanta,2021-01-20,Wed,Udinese,1-1,15:00,Dacia Arena,(1-1),2021
"8,679",Atalanta,2022-01-09,Sun,Udinese,2-6,16:30,Dacia Arena,(0-3),2022
"6,132",Atalanta,2022-04-23,Sat,Venezia,1-3,15:00,Stadio Pierluigi Penzo ,(0-1),2022
,Benevento,2021-05-01,Sat,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(1-0),2021
"1,000",Benevento,2020-10-18,Sun,AS Roma,5-2,20:45,Stadio Olimpico,(2-1),2020
,Benevento,2021-05-12,Wed,Atalanta,2-0,20:45,Stadio Atleti Azzurri d'Italia,(1-0),2021
,Benevento,2021-02-12,Fri,Bologna,1-1,20:45,Stadio Renato Dall'Ara,(1-0),2021
,Benevento,2021-01-06,Wed,Cagliari,1-2,12:30,Sardegna Arena,(1-2),2021
,Benevento,2021-01-17,Sun,Crotone,4-1,15:00,Stadio Ezio Scida,(2-0),2021
,Benevento,2020-11-22,Sun,Fiorentina,0-1,12:30,Stadio Artemio Franchi,(0-0),2020
,Benevento,2021-04-21,Wed,Genoa,2-2,20:45,Stadio Comunale Luigi Ferraris,(2-2),2021
